Doctor_Name,Specialization,Experience,Hospital_Name,City,City_Tier,Patient_Rating(%),Source,Consultation_Fee(₹)
Dr. Bidisha Roy Choudhury,Gynecologist,19,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,97.0,Practo,1200
Dr. Nandini Chakrabarti,Gynecologist,33,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,54.0,Practo,800
Dr. Dipankar Bhattacharya,Gynecologist,24,Samaritan Clinic Private Limited,Kolkata,Metro,67.0,Practo,1500
Dr. Debmalya Maity,Gynecologist,21,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,33.0,Practo,1500
Dr. Alok Kumar De,Gynecologist,28,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,95.0,Practo,600
Dr. Sukhamoy Barik,Gynecologist,19,Binayak Imaging And Diagnostic Center,Kolkata,Metro,99.0,Practo,800
Dr. Ritwik Ghosh Haldar,Gynecologist,12,Care Genix Clinic & Diagnostics,Kolkata,Metro,95.0,Practo,800
Dr. Tammna Hussain,Gynecologist,9,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,100.0,Practo,1200
Dr. Sreeparna Roy,Gynecologist,8,Birla Fertility and IVF,Kolkata,Metro,95.0,Practo,800
Dr. Arnab Kundu,Gynecologist,15,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,95.0,Practo,1100
Dr. Nandhini Elumalai,Gynecologist,15,SRM Prime Hospital,Chennai,Metro,100.0,Practo,600
Dr. K.S Jeyarani Kamaraj,Gynecologist,38,Aakash Fertility Centre & Hospital,Chennai,Metro,91.0,Practo,600
Dr. Chithra,Gynecologist,28,Lakshya Fertility Centre,Chennai,Metro,93.0,Practo,500
Dr. Sadhana Vezhaventhan,Gynecologist,27,Saanvi Fertility Centre Urology and Stone Centre,Chennai,Metro,97.0,Practo,500
Dr. P Krishnamma,Gynecologist,51,Noble Hospital,Chennai,Metro,82.0,Practo,500
Dr. Lakshmi Devarajan,Gynecologist,54,Billroth Hospitals,Chennai,Metro,81.0,Practo,650
Dr. Hema Vaithianathan,Gynecologist,20,Oasis Fertility,Chennai,Metro,100.0,Practo,0
Dr. S.Samundi Sankari,Gynecologist,54,Srushti Fertility Centre & Women's Hospital,Chennai,Metro,93.0,Practo,1000
Dr. Dhivya Narasimhan,Gynecologist,17,Billroth Hospitals,Chennai,Metro,71.0,Practo,550
Dr. Padma Priya B,Gynecologist,22,Sri Srinivasa Hospital,Chennai,Metro,93.0,Practo,500
Dr. Yachna Grover,Gynecologist,34,Netrayatan Dr. Grovers Centre For Eye Care &  Infertility,Delhi,Metro,98.0,Practo,1500
Dr. Ruchi Tandon,Gynecologist,21,SCI International Hospital,Delhi,Metro,84.0,Practo,1000
Dr. Shweta Sardana Lochan,Gynecologist,20,Jeevan Jyoti Clinic And Hospital,Delhi,Metro,73.0,Practo,1000
Dr. Shivani Sachdev Gour,Gynecologist,28,SCI International Hospital,Delhi,Metro,83.0,Practo,1500
Dr. Shalini Tiwari,Gynecologist,26,Surya Hospital,Delhi,Metro,85.0,Practo,700
Dr. Nilotpala Mohanty,Gynecologist,26,Cronus Multispeciality Hospital,Delhi,Metro,87.0,Practo,1000
Dr. Suyesha Khanijao,Gynecologist,18,Sawan Neelu Angels Nursing Home,Delhi,Metro,93.0,Practo,1500
Dr. Kumkum Sharma,Gynecologist,42,Cronus Multispeciality Hospital,Delhi,Metro,97.0,Practo,1000
Dr. Pooja Gupta,Gynecologist,23,SRG Speciality Hospital,Delhi,Metro,83.0,Practo,800
Dr. Pratibha Gupta,Gynecologist,25,Healing Hands PG Gynaecology & Urology Center,Delhi,Metro,94.0,Practo,700
Dr. Savitha Shetty,Gynecologist,34,Apollo Hospitals,Bangalore,Metro,90.0,Practo,800
Dr. M. Gowri,Gynecologist,36,Ovum Woman and Child Speciality Hospital,Bangalore,Metro,90.0,Practo,850
Dr. Sushma P Pampanavar,Gynecologist,18,Aveksha Hospital,Bangalore,Metro,99.0,Practo,400
Dr. Sumangala Chikkamath,Gynecologist,24,Medax Hospitals Gottigere LLP,Bangalore,Metro,100.0,Practo,500
Dr. Nivedita,Gynecologist,15,Even Hospitals,Bangalore,Metro,98.0,Practo,300
Dr. Ruksana Kusther,Gynecologist,32,Ovum Woman & Child Speciality Hospital,Bangalore,Metro,98.0,Practo,900
Dr. Mamatha Reddy Y V,Gynecologist,29,Marvel Multispeciality Hospital,Bangalore,Metro,94.0,Practo,800
Dr. Shwetha Y Baratikkae,Gynecologist,22,Janisthaa Fertility and IVF center,Bangalore,Metro,94.0,Practo,700
Dr. Archana Agarwal,Gynecologist,33,Mannat Fertility Clinic,Bangalore,Metro,86.0,Practo,700
Dr. Nawal Anagha Sahebrao,Gynecologist,23,Tamara Hospital,Bangalore,Metro,50.0,Practo,600
Dr. Vidya Patil,Gynecologist,30,Arya Women's Hospital,Mumbai,Metro,85.0,Practo,1500
Dr. Raju Sahetya,Gynecologist,47,Pushpaa Hospital,Mumbai,Metro,95.0,Practo,1500
Dr. Ila Tyagi,Gynecologist,34,SRV,Mumbai,Metro,78.0,Practo,1500
Dr. Vaishali Killekar (Bhurke),Gynecologist,26,Mauli Aarogyam Multi Speciality Hospital,Mumbai,Metro,91.0,Practo,1000
Dr. Sheetal Pandey Tejwani,Gynecologist,17,Veda Fertility And Urology Care,Mumbai,Metro,96.0,Practo,1000
Dr. Pradnya Roy,Gynecologist,26,Mallika Hospital,Mumbai,Metro,100.0,Practo,1000
Dr. Ankesh Sahetya,Gynecologist,18,Pushpaa Hospital,Mumbai,Metro,99.0,Practo,1500
Dr. Namrita Sheregar,Gynecologist,20,Nakshatra Multispeciality Hospital,Mumbai,Metro,98.0,Practo,1200
Dr. Ruchika Vernekar Ajit,Gynecologist,16,Mauli Aarogyam Multi Speciality Hospital,Mumbai,Metro,95.0,Practo,1200
Dr. Amit Upadhyay,Gynecologist,19,Aum Superspeciality Hospital,Mumbai,Metro,100.0,Practo,1500
Dr. Parth Joshi,Gynecologist,17,Indira IVF ,Ahmedabad,Non-Metro,95.0,Practo,500
Dr. Kawad Kishore Dhanjibhai,Gynecologist,18,Indira IVF ,Ahmedabad,Non-Metro,100.0,Practo,500
Dr. Hardik K. Shah,Gynecologist,23,Mothercare Women's  Hospital,Ahmedabad,Non-Metro,99.0,Practo,600
Dr. Urvashi Shah,Gynecologist,11,Bodyline Hospital,Ahmedabad,Non-Metro,63.0,Practo,600
Dr. Bhargavkumar  Nimavat,Gynecologist,12,Indira IVF ,Ahmedabad,Non-Metro,95.0,Practo,500
Dr. Meenu Shah,Gynecologist,24,Tulip Women's Hospital,Ahmedabad,Non-Metro,98.0,Practo,1000
Dr. Manish Shah,Gynecologist,24,Tulip Women's Hospital,Ahmedabad,Non-Metro,100.0,Practo,1000
Dr. Mahesh Jariwala,Gynecologist,32,Jariwala Women's Hospital,Ahmedabad,Non-Metro,100.0,Practo,1000
Dr. Dhaval Shah,Gynecologist,27,Saavi Women's Hospital,Ahmedabad,Non-Metro,98.0,Practo,1000
Dr. Bhaumik Shah,Gynecologist,22,Shree Shreeji Women's Hospital,Ahmedabad,Non-Metro,99.0,Practo,600
Dr. Shikha Sardana,Gynecologist,18,Milann Fertility Hospital,Chandigarh,Non-Metro,100.0,Practo,800
Dr. Sukriti Sharma,Gynecologist,16,Birla Fertility And IVF,Chandigarh,Non-Metro,100.0,Practo,800
Dr. Bhawna Agarwal,Gynecologist,21,Sadhbhavna Clinic,Chandigarh,Non-Metro,96.0,Practo,700
Dr. Parul Monga,Gynecologist,14,Bedi Hospital,Chandigarh,Non-Metro,100.0,Practo,1000
Dr. Ritika Bajaj,Gynecologist,19,Cloudnine Hospital,Chandigarh,Non-Metro,95.0,Practo,1000
Dr. Simrat Kaur,Gynecologist,11,Cloudnine Hospital,Chandigarh,Non-Metro,95.0,Practo,800
Dr. Pragya Goel,Gynecologist,25,Cloudnine Hospital,Chandigarh,Non-Metro,100.0,Practo,1000
Dr. Seema Sharma,Gynecologist,30,Cloudnine Hospital,Chandigarh,Non-Metro,96.0,Practo,1000
Dr. Ritambhra Bhalla,Gynecologist,29,Cloudnine Hospital,Chandigarh,Non-Metro,96.0,Practo,1000
Dr. Kanchi Khurana,Gynecologist,16,Cloudnine Fertility ,Chandigarh,Non-Metro,50.0,Practo,900
Dr. Soni Kumari,Gynecologist,13,Navlok Care Hospital ,Patna,Non-Metro,75.0,Practo,500
Dr. Shradha Chakhaiyar,Gynecologist,20,Niranjan Aarogya Niketan and Research Centre,Patna,Non-Metro,95.0,Practo,500
Dr. Vandana Mishra,Gynecologist,18,Good News IVF Clinic,Patna,Non-Metro,83.0,Practo,600
Dr. Shikha Verma,Gynecologist,15,Medstar Hospital,Patna,Non-Metro,88.0,Practo,500
Dr. Indu Khare,Gynecologist,8,Care Infinity ENT And Maternity Centre,Patna,Non-Metro,100.0,Practo,500
Dr. Bindu Sinha,Gynecologist,44,Big Apollo Spectra Multi Speciality Hospital,Patna,Non-Metro,95.0,Practo,750
Dr. Jyoti Kumari,Gynecologist,21,Centre For Women,Patna,Non-Metro,86.0,Practo,600
Dr. Anjali,Gynecologist,9,GP Nursing Home and Maternity Centre,Patna,Non-Metro,100.0,Practo,650
Dr. Rashmi Prasad,Gynecologist,33,Diwya Vatsalya Mamta Fertility Centre,Patna,Non-Metro,77.0,Practo,500
Dr. Manpreet Kaur,Gynecologist,22,Vansh Test Tube Baby Centre,Patna,Non-Metro,100.0,Practo,1000
Dr. Ravita Srivastava,Gynecologist,31,Ravita Medicare,Lucknow,Non-Metro,80.0,Practo,700
Dr. Disha Datta Choudhury,Gynecologist,11,Seeds of Innocens IVF Centre,Lucknow,Non-Metro,95.0,Practo,0
Dr. Bhumika Bansal,Gynecologist,17,Max Super Speciality Hospital,Lucknow,Non-Metro,88.0,Practo,700
Dr. Kanchan Singh,Gynecologist,13,Amrapali Hospital,Lucknow,Non-Metro,100.0,Practo,900
Dr. Sonia Luthra,Gynecologist,26,Gynae Care Centre,Lucknow,Non-Metro,92.0,Practo,500
Dr. Preeti Yadav,Gynecologist,14,Dr. PREETI YADAV CLINIC,Lucknow,Non-Metro,100.0,Practo,800
Dr. Sunita Chandra,Gynecologist,38,Rajendra Nagar Hospital,Lucknow,Non-Metro,92.0,Practo,1200
Dr. Ina Gupta,Gynecologist,39,Dr Ina Gupta's Obs & Gynae Clinic,Lucknow,Non-Metro,67.0,Practo,500
Dr. Humaira Siddiqui,Gynecologist,16,Sanjivini Super Speciality Hospital,Lucknow,Non-Metro,100.0,Practo,600
Dr. Garima Gupta,Gynecologist,17,Mom's Express ( Indus Maternity Centre),Lucknow,Non-Metro,95.0,Practo,500
Dr. Mithil Patil,Gynecologist,24,Ashwini Hospital & Fertility Clinics ,Pune,Non-Metro,96.0,Practo,600
Dr. Nilesh Unmesh Balkawade,Gynecologist,18,Oasis Fertility,Pune,Non-Metro,93.0,Practo,0
Dr. Kirti Joglekar,Gynecologist,47,Gynaeworld Hospital,Pune,Non-Metro,100.0,Practo,2000
Dr. Kapil Kanade,Gynecologist,23,Sunshine Hospital,Pune,Non-Metro,89.0,Practo,700
Dr. Soniya Pawar,Gynecologist,33,Pawar Multispeciality Hospital,Pune,Non-Metro,85.0,Practo,800
Dr. Sonali Chaudhari,Gynecologist,25,Lotus Multispeciality Hospital,Pune,Non-Metro,91.0,Practo,1100
Dr. Rushabh Karnawat,Gynecologist,16,Phoenix Hospital,Pune,Non-Metro,97.0,Practo,600
Dr. Santosh Sidid,Gynecologist,36,Noble Hospital,Pune,Non-Metro,95.0,Practo,850
Dr. Marya Patil,Gynecologist,56,Ruby Hall Clinic,Pune,Non-Metro,95.0,Practo,700
Dr. Asha Gavade,Gynecologist,21,Umang Hospital,Pune,Non-Metro,96.0,Practo,700
Dr. I. Vani,Gynecologist,35,Lotus Hospitals For Women And Children,Visakhapatnam,Non-Metro,76.0,Practo,550
Dr. R. Vidya Rama,Gynecologist,26,Medicover  Woman & Child Hospitals,Visakhapatnam,Non-Metro,96.0,Practo,600
Dr. Shanthi P,Gynecologist,24,Medicover Hospitals ,Visakhapatnam,Non-Metro,100.0,Practo,500
Dr. C H Madhuri,Gynecologist,30,Lotus Hospital For Women and Children,Visakhapatnam,Non-Metro,100.0,Practo,600
Dr. M Radhika,Gynecologist,26,Medicover  Woman & Child Hospitals,Visakhapatnam,Non-Metro,94.0,Practo,600
Dr. Lakshmi Kondamma S,Gynecologist,23,Medicover Hospitals ,Visakhapatnam,Non-Metro,100.0,Practo,500
Dr. Reddi Geeta Vandana,Gynecologist,33,Medicover  Woman & Child Hospitals,Visakhapatnam,Non-Metro,76.0,Practo,600
Dr. Nellimarla Sridevi,Gynecologist,28,"OMNI Hospitals, Visakhapatnam",Visakhapatnam,Non-Metro,95.0,Practo,600
Dr. Sushma Jonnalagadda,Gynecologist,23,Care Hospital,Visakhapatnam,Non-Metro,95.0,Practo,650
Dr. Vineelamedapati,Gynecologist,21,Medicover Hospitals ,Visakhapatnam,Non-Metro,95.0,Practo,600
Dr. Siddartha Reddy,Neurologist,18,Siddarth Neuro Centre,Hyderabad,Metro,92.0,Practo,1500
Dr. Sandeep Raja Pittala,Neurologist,18,Srikara Hospital,Hyderabad,Metro,100.0,Practo,500
Dr. Shyam K Jaiswal,Neurologist,22,Kingston Hospitals,Hyderabad,Metro,33.0,Practo,1000
Dr. Vikram Reddy,Neurologist,17,Medicover Hospitals ,Hyderabad,Metro,89.0,Practo,800
Dr. Venkata Harin Reddy M,Neurologist,16,Srikara Hospitals,Hyderabad,Metro,98.0,Practo,800
Dr. Nagendra Babu Dade,Neurologist,21,Srikara Hospital,Hyderabad,Metro,100.0,Practo,700
Dr. Niloufer Ali,Neurologist,15,Aster Prime Hospital,Hyderabad,Metro,95.0,Practo,800
Dr. P.Chandra Shekar,Neurologist,17,Prathima Hospitals,Hyderabad,Metro,67.0,Practo,800
Dr. Komal Bohra,Neurologist,16,Srikara Hospital,Hyderabad,Metro,90.0,Practo,600
Dr. Rajasekhar,Neurologist,20,Medicover Hospitals ,Hyderabad,Metro,95.0,Practo,600
Dr. Shankar Prasad Nandi,Neurologist,29,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,100.0,Practo,800
Dr. Sumanta Sarkar,Neurologist,21,Baine Hospital,Kolkata,Metro,50.0,Practo,800
Dr. Tridib Chowdhury,Neurologist,24,Manipal Hospitals (AMRI Hospitals),Kolkata,Metro,91.0,Practo,1200
Dr. Sumitava Samanta,Neurologist,24,Manipal Hospitals (AMRI Hospitals),Kolkata,Metro,100.0,Practo,1200
Dr. Arijit Chakraborty,Neurologist,9,Manipal Hospital Broadway (AMRI Hospitals),Kolkata,Metro,67.0,Practo,1200
Dr. Sounak Chabri,Neurologist,10,Manipal Hospitals (AMRI Hospitals),Kolkata,Metro,50.0,Practo,1000
Dr. Koushik Dutta,Neurologist,26,Manipal Hospitals (AMRI Hospitals),Kolkata,Metro,92.0,Practo,1200
Dr. Joydeep Biswas,Neurologist,17,Medithics,Kolkata,Metro,60.0,Practo,800
Dr. Camelia Porey,Neurologist,12,Desun Hospital,Kolkata,Metro,50.0,Practo,1000
Dr. Nikhil Prasun,Neurologist,23,Manipal Hospital Broadway (AMRI Hospitals),Kolkata,Metro,81.0,Practo,1800
Dr. A Gunasekaran,Neurologist,33,Neuro Life Hospital,Chennai,Metro,94.0,Practo,600
Dr. I Mohamed Abith Ali,Neurologist,22,MGM Healthcare Malar Hospitals,Chennai,Metro,100.0,Practo,1200
Dr. V.Soundappan,Neurologist,46,MGM Healthcare Malar Hospitals,Chennai,Metro,99.0,Practo,1000
Dr. Nagarajan V,Neurologist,45,MGM Healthcare Malar Hospitals,Chennai,Metro,92.0,Practo,1000
Dr. Kannan,Neurologist,36,Chakra Critical Care Centre and Hospitals,Chennai,Metro,88.0,Practo,800
Dr. Karthikeyan,Neurologist,18,MGM Healthcare Malar Hospitals,Chennai,Metro,77.0,Practo,1200
Dr. J Senthil Nathan,Neurologist,23,MGM Healthcare Malar Hospitals,Chennai,Metro,94.0,Practo,800
Dr. Sankara Subramani Kumarauru,Neurologist,22,Billroth Hospitals,Chennai,Metro,86.0,Practo,550
Dr. Chandra Mohan Srinivasan,Neurologist,46,SRM Prime Hospital,Chennai,Metro,100.0,Practo,750
Dr. Shankar Balakrishnan,Neurologist,20,Dr. Rela Institute & Medical Centre,Chennai,Metro,57.0,Practo,800
Dr. Ashutosh Gupta,Neurologist,16,Park Hospital,Delhi,Metro,75.0,Practo,1000
Dr. Rajpal Kori,Neurologist,21,MGS Super Speciality Hospital,Delhi,Metro,83.0,Practo,1000
Dr. Laxmikant R Tomar,Neurologist,18,Sir Ganga Ram City Hospital,Delhi,Metro,91.0,Practo,1500
Dr. Rati Agarwal,Neurologist,23,Sir Ganga Ram City Hospital,Delhi,Metro,100.0,Practo,1800
Dr. Raghav Kapoor,Neurologist,14,Jeewan Hospital Gate No. 1,Delhi,Metro,67.0,Practo,1000
Dr. Rajat Chopra,Neurologist,14,Yatharth Super Speciality Hospital,Delhi,Metro,94.0,Practo,1200
Dr. Varun Rehani,Neurologist,14,MGS Super Speciality Hospital,Delhi,Metro,100.0,Practo,1000
Dr. Abhishek Shridhar,Neurologist,14,Dr. Shridhar's Neuro Clinic,Delhi,Metro,100.0,Practo,1500
Dr. Vinay S Agarwal,Neurologist,18,Ansari Hospital,Delhi,Metro,100.0,Practo,1200
Dr. Sudheer Kumar Pandey,Neurologist,12,MGS Super Speciality Hospital,Delhi,Metro,95.0,Practo,1000
Dr. H V Srinivas,Neurologist,62,SRV Agadi Hospital,Bangalore,Metro,86.0,Practo,1500
Dr. Nikhil C Hiremath,Neurologist,17,Aster CMI Hospital,Bangalore,Metro,88.0,Practo,1200
Dr. Lokesh B,Neurologist,29,Aster CMI Hospital,Bangalore,Metro,86.0,Practo,1200
Dr. Anuradha H K,Neurologist,25,Aster CMI Hospital,Bangalore,Metro,70.0,Practo,1200
Dr. Bushan Joseph,Neurologist,31,HOSMAT Hospital,Bangalore,Metro,81.0,Practo,600
Dr. Deepak Somasundar,Neurologist,17,Aster CMI Hospital,Bangalore,Metro,95.0,Practo,1200
Dr. Santhosh H,Neurologist,18,Trilife Hospital,Bangalore,Metro,95.0,Practo,1200
Dr. B K Madhusudhan,Neurologist,23,Aster RV Hospital,Bangalore,Metro,90.0,Practo,1250
Dr. Rashmi D,Neurologist,16,SVM Hospital,Bangalore,Metro,95.0,Practo,600
Dr. Shakthi K J S,Neurologist,17,Aster RV Hospital,Bangalore,Metro,75.0,Practo,1250
Dr. Ansari Rahil,Neurologist,17,A1 Superspeciality Healthcare,Mumbai,Metro,67.0,Practo,2000
Dr. Pujara Bhavin Mahesh,Neurologist,25,Aditi Hospital,Mumbai,Metro,86.0,Practo,2000
Dr. Keyur Panchal,Neurologist,20,Surana Hospital And Research Center,Mumbai,Metro,56.0,Practo,2000
Dr. Sucheta Tirpude,Neurologist,19,Apex Superspeciality Hospitals,Mumbai,Metro,100.0,Practo,1500
Dr. Shashank Nagendra,Neurologist,16,Surana Sethia Hospital and Research Center,Mumbai,Metro,25.0,Practo,1500
Dr. Darpan J. Thakre,Neurologist,28,Thunga STH Hospital,Mumbai,Metro,59.0,Practo,2500
Dr. Jash Doshi,Neurologist,11,Apex Hospitals Kandivali,Mumbai,Metro,95.0,Practo,1500
Dr. Dyaneshwar Jadhav,Neurologist,11,Apex Superspeciality Hospitals,Mumbai,Metro,95.0,Practo,2000
Dr. Siddhesh Hegde,Neurologist,15,Indigo Hospital,Mumbai,Metro,67.0,Practo,1500
Dr. Pradeep Tiwari,Neurologist,12,Surana Sethia Hospital and Research Center,Mumbai,Metro,100.0,Practo,1500
Dr. Sucheta Mudgerikar,Neurologist,41,Apollo Hospital,Ahmedabad,Non-Metro,79.0,Practo,1200
Dr. Samir Patel,Neurologist,13,Apollo Hospital,Ahmedabad,Non-Metro,75.0,Practo,1000
Dr. Vishal Jogi,Neurologist,17,SETU Neurology Clinic,Ahmedabad,Non-Metro,90.0,Practo,1600
Dr. Mitul Kotecha,Neurologist,21,Phoenix Rheumatology Clinic,Ahmedabad,Non-Metro,80.0,Practo,1200
Dr. Chirag Solanki,Neurologist,14,Zydus Hospital,Ahmedabad,Non-Metro,95.0,Practo,0
Dr. Bhumir Chauhan,Neurologist,15,Mastishk the Neurology Clinic,Ahmedabad,Non-Metro,100.0,Practo,1500
Dr. Bashir A Ahmadi,Neurologist,47,Dr. Bashir A Ahmadi Clinic,Ahmedabad,Non-Metro,100.0,Practo,0
Dr. Dinesh S Saini,Neurologist,17,Zydus Hospital,Ahmedabad,Non-Metro,89.0,Practo,1000
Dr. Mahendra Singh Chouhan,Neurologist,19,Shalby Hospitals,Ahmedabad,Non-Metro,95.0,Practo,800
Dr. Navin Patel,Neurologist,39,ENT Care Associates,Ahmedabad,Non-Metro,100.0,Practo,1000
Dr. Suresh Kumar Bansal,Neurologist,55,Eden Hospital,Chandigarh,Non-Metro,85.0,Practo,0
Dr. Parth Bansal,Neurologist,8,CHD City Hospital,Chandigarh,Non-Metro,100.0,Practo,0
Dr. Sanjay Bansal,Neurologist,36,Eden Hospital,Chandigarh,Non-Metro,25.0,Practo,800
Dr. Loveleen Aggarwal,Neurologist,34,Eden Hospital,Chandigarh,Non-Metro,95.0,Practo,800
Dr. Gursimran Singh,Neurologist,11,Mukat Hospital & Heart Institute,Chandigarh,Non-Metro,95.0,Practo,1000
Dr. Anil Kumar Jha,Neurologist,32,Big Apollo Spectra Multi Speciality Hospital,Patna,Non-Metro,80.0,Practo,750
Dr. Sudhir Kumar Jha,Neurologist,48,Neurology Clinic,Patna,Non-Metro,78.0,Practo,1000
Dr. Akhilesh Singh,Neurologist,21,Kaushalya Neuro Center,Patna,Non-Metro,75.0,Practo,300
Dr. Abhishek Kumar,Neurologist,19,Shyam Neuro Centre(Dr Abhishek Kumar DM Neurology),Patna,Non-Metro,100.0,Practo,700
Dr. Hemant Kumar,Neurologist,13,Savitri Neuro Clinic,Patna,Non-Metro,87.0,Practo,800
Dr. Janardan Sharma,Neurologist,16,Maa Binda Neuro Center,Patna,Non-Metro,100.0,Practo,500
Dr. Nitish kumar,Neurologist,18,Neuro Centre,Patna,Non-Metro,80.0,Practo,700
Dr. Rishi Kant Singh,Neurologist,20,Patna,Patna,Non-Metro,75.0,Practo,0
Dr. Shashwat Kumar,Neurologist,11,Medipark Superspeciality Hospital,Patna,Non-Metro,100.0,Practo,0
Dr. Sanjeev Kumar,Neurologist,11,Aastha Lok Hospital Pvt Ltd,Patna,Non-Metro,100.0,Practo,0
Dr. Debjyoti Dhar,Neurologist,8,Max Super Speciality Hospital,Lucknow,Non-Metro,100.0,Practo,700
Dr. Laxmi Shankar Singh,Neurologist,15,Prime Neurology Clinic,Lucknow,Non-Metro,95.0,Practo,1000
Dr. Sandeep Agarwal,Neurologist,40,Max Super Speciality Hospital,Lucknow,Non-Metro,71.0,Practo,900
Dr. Abhishek Srivastava,Neurologist,26,Max Super Speciality Hospital,Lucknow,Non-Metro,86.0,Practo,900
Dr. Anadi Prakash Mishra,Neurologist,12,Axiom Neurology and Ophthalmology Clinic,Lucknow,Non-Metro,100.0,Practo,700
Dr. Sumit Verma,Neurologist,12,Dr Sumit Verma's Neuro Care Centre,Lucknow,Non-Metro,98.0,Practo,600
Dr. Ratish Juyal,Neurologist,16,Shanti Neuro Centre,Lucknow,Non-Metro,89.0,Practo,700
Dr. Hariom Singh,Neurologist,24,Neuro Clinic,Lucknow,Non-Metro,95.0,Practo,900
Dr. M. Shakil,Neurologist,27,Huma Neurology Centre,Lucknow,Non-Metro,89.0,Practo,1000
Dr. Ritwiz Bihari,Neurologist,18,Om Neuro Clinic,Lucknow,Non-Metro,87.0,Practo,1000
Dr. Vivek Bonde,Neurologist,29,Lifepoint Multispeciality Hospital,Pune,Non-Metro,100.0,Practo,1500
Dr. Prem Kumar Sinha,Neurologist,50,Ruby Hall Clinic,Pune,Non-Metro,100.0,Practo,1500
Dr. Kunal Jadhav,Neurologist,18,Medicover Hospital,Pune,Non-Metro,89.0,Practo,1000
Dr. Bhushan Mishal,Neurologist,22,Jeevan Jyoti Superspeciality Hospital,Pune,Non-Metro,94.0,Practo,1500
Dr. Paras Borse,Neurologist,10,Medicover Hospital,Pune,Non-Metro,95.0,Practo,1000
Dr. Shalesh Rohatgi,Neurologist,50,Heal And Care,Pune,Non-Metro,84.0,Practo,1500
Dr. Aishwary P Supekar,Neurologist,15,Ayurdharma Ayurvedic Clinic And Panchakarma Center,Pune,Non-Metro,99.0,Practo,500
Dr. Aradhana Chouvhan,Neurologist,18,Sahyadri Hospital,Pune,Non-Metro,100.0,Practo,1150
Dr. Abhijeet G,Neurologist,8,The Brain And Nerve Clinic,Pune,Non-Metro,100.0,Practo,800
Dr. Vikram B Aglave,Neurologist,19,Lokmanya Hospitals,Pune,Non-Metro,67.0,Practo,1200
Dr. Muppala Ganesh Vikram Aditya,Neurologist,17,Care Hospital,Visakhapatnam,Non-Metro,100.0,Practo,600
Dr. K Satya Rao,Neurologist,50,Medicover Hospitals ,Visakhapatnam,Non-Metro,75.0,Practo,800
Dr. Pavan Kumar Rudrabhatla,Neurologist,13,Medicover Hospitals ,Visakhapatnam,Non-Metro,100.0,Practo,800
Dr. Jada Avinash,Neurologist,12,"OMNI Hospitals, Visakhapatnam",Visakhapatnam,Non-Metro,95.0,Practo,500
Dr. Rajesh Venkat Indala,Neurologist,19,Apollo Health City,Visakhapatnam,Non-Metro,92.0,Practo,600
Dr. Ramesh Babu Mutiki,Neurologist,9,Apollo Health City,Visakhapatnam,Non-Metro,95.0,Practo,600
Dr. Madhusudan Babu,Neurologist,34,Apollo Health City,Visakhapatnam,Non-Metro,100.0,Practo,600
Dr. Anuradha Nidra,Neurologist,11,Anuradha Neuro Centre,Visakhapatnam,Non-Metro,96.0,Practo,450
Dr. Rajesh Venkat Indala,Neurologist,20,Neurologist Clinic,Visakhapatnam,Non-Metro,100.0,Practo,300
Dr. Silpa Kesireddy,Neurologist,16,Sai Suhavi Neurocare,Visakhapatnam,Non-Metro,100.0,Practo,400
Dr. Jyotheswara Reddy,Orthopedist,16,Srikara Hospitals,Hyderabad,Metro,100.0,Practo,800
Dr. Kishore B Reddy,Orthopedist,24,Amor Hospitals,Hyderabad,Metro,86.0,Practo,700
Dr. Sandeep Prasad,Orthopedist,31,Health Valley Hospital,Hyderabad,Metro,93.0,Practo,700
Dr. Ajay Kumar Paruchuri,Orthopedist,23,"CARE Hospitals Outpatient Centre, Banjara Hills",Hyderabad,Metro,95.0,Practo,850
Dr. Madhu Thumu,Orthopedist,20,Srikara Hospitals,Hyderabad,Metro,90.0,Practo,800
Dr. Sreedhar Reddy Anne,Orthopedist,22,Aster Prime Hospital,Hyderabad,Metro,50.0,Practo,600
Dr. Mir Zia Ur Rahaman Ali,Orthopedist,21,"CARE Hospitals Outpatient Centre, Banjara Hills",Hyderabad,Metro,67.0,Practo,1000
Dr. Krishna Kiran Eachempati,Orthopedist,25,Medicover Hospitals ,Hyderabad,Metro,71.0,Practo,600
Dr. R. Suneel,Orthopedist,18,Medicover Hospitals ,Hyderabad,Metro,79.0,Practo,600
Dr. E S Radhe Shyam,Orthopedist,22,CARE Hospitals,Hyderabad,Metro,90.0,Practo,400
Dr. Manoj Kumar Khemani,Orthopedist,24,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,89.0,Practo,1100
Dr. Ritwik Ganguli,Orthopedist,17,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,86.0,Practo,1500
Dr. Gautam Gupta,Orthopedist,17,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,70.0,Practo,850
